place_id,館名,地址,緯度,經度,網站,電話,評分,營業時間
ChIJk_SvLdOrQjQRqtUKfx1dFU0,台灣昆蟲館,106台灣臺北市大安區黎和里和平東路三段406巷8號B1,25.018329599999998,121.55794060000001,https://taiwan.insect.tw/,+886 2 7729 3709,4.5,星期一: 休息|星期二: 休息|星期三: 16:00 – 20:00|星期四: 休息|星期五: 休息|星期六: 12:00 – 20:00|星期日: 12:00 – 20:00
ChIJqeyOEW2pQjQRYqFY35Bs2ig,國立臺灣工藝研究發展中心臺北當代工藝設計分館,100台灣臺北市中正區南門里南海路41號,25.031918299999997,121.51230109999999,https://www.ntcri.gov.tw/,+886 2 2388 7066,4.4,星期一: 休息|星期二: 09:30 – 17:30|星期三: 09:30 – 17:30|星期四: 09:30 – 17:30|星期五: 09:30 – 17:30|星期六: 09:30 – 17:30|星期日: 09:30 – 17:30
ChIJPTMS9xWpQjQR8Rvk6oUM7ig,和平與女性人權館,103台灣台北市大同区蓬莱里承德路三段32號5樓,25.0644605,121.5180627,https://www.amamuseum.org.tw/,+886 2 2553 7133,4.7,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 休息
ChIJs_BDd7urQjQR8_WWa7P_v8I,富邦美術館,110台灣臺北市信義區安康里松高路79號,25.039379999999998,121.5712054,https://www.fubonartmuseum.org/,+886 2 6623 6771,4.3,星期一: 11:00 – 18:00|星期二: 11:00 – 18:00|星期三: 11:00 – 18:00|星期四: 11:00 – 18:00|星期五: 11:00 – 18:00|星期六: 11:00 – 18:00|星期日: 11:00 – 18:00
ChIJp5FkF0arQjQRmBrZwkFQW6o,歷史文物陳列館,115台灣臺北市南港區中研里研究院路二段130號,25.039555,121.616161,http://museum.sinica.edu.tw/,+886 2 2652 3180,4.8,星期一: 休息|星期二: 休息|星期三: 09:30 – 16:30|星期四: 休息|星期五: 休息|星期六: 09:30 – 16:30|星期日: 09:30 – 16:30
ChIJea_llC6qQjQRILpJgok776w,北師美術館,106台灣臺北市大安區臥龍里和平東路二段134號,25.024561,121.5445426,http://montue.ntue.edu.tw/,+886 2 2732 4084,4.6,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJEesYVFcfaDQRN7Keb5R40iw,新北市美術館,239台灣新北市鶯歌區東鶯里館前路300號,24.952623499999998,121.3576701,https://ntcart.museum/,+886 2 2679 6088,3.9,星期一: 休息|星期二: 10:00 – 17:30|星期三: 10:00 – 17:30|星期四: 10:00 – 17:30|星期五: 10:00 – 17:30|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJc5ZdgaGpQjQRnCApyvuz0qU,孫運璿科技•人文紀念館,100台灣臺北市中正區南門里重慶南路二段6巷10號,25.033559699999998,121.5115627,http://www.sysmm.org/,+886 2 2311 2940,4.5,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJ8aWhC9irQjQRUUFvYR-cCvo,忠泰美術館,106台灣臺北市大安區昌隆里市民大道三段178號,25.0442952,121.5373147,http://jam.jutfoundation.org.tw/,+886 2 8772 6178,4.5,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJI-pHChSpQjQRKCiVqa_hZO4,順益台灣美術館,100台灣臺北市中正區光復里延平南路5號,25.046375599999998,121.51095129999999,http://www.shungye-art.org/,+886 2 2381 8322,4.8,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJTeIZgaCvQjQRlMvYvVAE6WE,關渡美術館,112台灣臺北市北投區一德里學園路1號,25.133596299999997,121.4715735,http://kdmofa.tnua.edu.tw/,+886 2 2896 1000,4.4,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJKaxUr5ipQjQRZGuT_jIhjUA,楊英風美術館,100台灣臺北市中正區龍福里重慶南路二段31號,25.032130799999997,121.51449739999998,https://web.hocom.tw/h/?key=675875086003,+886 2 2396 1966,4.7,星期一: 休息|星期二: 休息|星期三: 11:00 – 17:30|星期四: 11:00 – 17:30|星期五: 11:00 – 17:30|星期六: 11:00 – 17:30|星期日: 休息
ChIJ76041uqpQjQRxbx65gaXoZE,楊三郎美術館,234台灣新北市永和區博愛街7號,25.015931800000004,121.51670550000001,http://www.yangsanlang.com.tw/,+886 2 2927 0077,4.4,星期一: 休息|星期二: 休息|星期三: 11:00 – 17:00|星期四: 11:00 – 17:00|星期五: 11:00 – 17:00|星期六: 11:00 – 17:00|星期日: 11:00 – 17:00
ChIJPZvHUAmpQjQRppCXHKMQjfc,d/art taipei,10844台灣臺北市萬華區萬壽里武昌街二段14號2F,25.0443453,121.5080403,http://d-art.tw/,+886 2 2383 0060,4.7,星期一: 休息|星期二: 休息|星期三: 13:30 – 21:00|星期四: 13:30 – 21:00|星期五: 13:30 – 21:00|星期六: 13:30 – 21:00|星期日: 13:30 – 21:00
ChIJ-242PoSpQjQRr1522e9jGkw,國立臺灣師範大學-師大美術館,106台灣臺北市大安區錦安里和平東路一段129號,25.0277772,121.53009879999999,https://www.artmuse.ntnu.edu.tw/,+886 2 7749 7791,4.4,星期一: 休息|星期二: 09:30 – 17:30|星期三: 09:30 – 17:30|星期四: 09:30 – 17:30|星期五: 09:30 – 17:30|星期六: 10:00 – 17:30|星期日: 10:00 – 17:30
ChIJz6fDBi-sQjQRYqP7D7FWbzM,Garden91草山玉溪 (需預約reservation needed),111台灣臺北市士林區永福里仰德大道二段91號,25.107353999999997,121.545329,https://www.garden91.org/zh-TW/space/garden-91,+886 2 2834 2637,4.6,"星期一: 休息|星期二: 14:00 – 17:00|星期三: 10:30 – 13:30, 14:00 – 17:00|星期四: 10:30 – 13:30, 14:00 – 17:00|星期五: 10:30 – 13:30, 14:00 – 17:00|星期六: 10:30 – 13:30, 14:00 – 17:00|星期日: 休息"
ChIJse6bRnmpQjQRU8iOX79R-9Y,長流美術館台北館,100台灣臺北市中正區幸市里仁愛路二段63號B1號仁愛鴻禧大廈,25.038664299999997,121.5303292,https://www.chanliu.com/,+886 2 2321 6603,4.5,星期一: 休息|星期二: 10:00 – 19:00|星期三: 10:00 – 19:00|星期四: 10:00 – 19:00|星期五: 10:00 – 19:00|星期六: 10:00 – 19:00|星期日: 10:00 – 19:00
ChIJ29xN_w6oQjQRJJaVr-r7UQg,台灣玩具博物館,220台灣新北市板橋區中正里中正路435號,25.0237216,121.45177389999999,https://www.taiwantoymuseum.com/,+886 917 567 617,4.5,星期一: 10:00 – 17:00|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJp7loxaoeaDQRVcHeX2NHQUc,新北市立鶯歌陶瓷博物館,239218台灣新北市鶯歌區南靖里文化路200號,24.949251,121.35203200000001,https://www.ceramics.ntpc.gov.tw/,+886 2 8677 2727,4.4,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJGz1RBQECaDQRxJtzsMZd2-Y,國家人權博物館白色恐怖景美紀念園區,231台灣新北市新店區復興里復興路131號,24.9881074,121.5323184,http://www.nhrm.gov.tw/,+886 2 2218 2438,4.5,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJcZhVeAOlQjQRvj7a8XTvhVA,新北市立十三行博物館,249005台灣新北市八里區頂罟里博物館路200號,25.156873899999997,121.40485609999999,https://www.sshm.ntpc.gov.tw/,+886 2 2619 1313,4.3,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJZXBMOIYdaDQRZ1ocKT9qwSE,新北市美術館圓頂藝術空間,239台灣新北市鶯歌區東鶯里館前路300號,24.9534816,121.35811129999999,https://ntcart.museum/,,4.5,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJ9653Kh5FXTQR1VWNys_RefA,新北市立黃金博物館,224台灣新北市瑞芳區金光路8號,25.1061358,121.85963650000001,https://www.gep.ntpc.gov.tw/,+886 2 2496 2800,4.2,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJTUvkJ2ADaDQR-FoZxrpETXY,國家人權博物館,231台灣新北市新店區復興里復興路131號,24.986882800000004,121.53207049999997,https://www.nhrm.gov.tw/,+886 2 2218 2438,4.7,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJsw7jHK2rQjQRCLLDFXWOmB4,巫登益美術館（新北館）,251台灣新北市淡水區真理街巫登益當代藝術園區,25.174699699999998,121.4358278,https://wdyart.com.tw/,+886 2 2626 5997,4.8,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:30|星期日: 09:30 – 17:30
ChIJAxH9pPQBaDQRse0d33LRfh0,新北市立圖書館新店文史館,231台灣新北市新店區五峯里北新路一段92號,24.9681978,121.5429308,https://www.facebook.com/92%E6%95%85%E4%BA%8B%E5%B7%B7-%E6%96%B0%E5%BA%97%E6%96%87%E5%8F%B2%E9%A4%A8-1422963677941081/?ref=aymt_homepage_panel&eid=ARCHverSipAiDuJfiT6ArLqNNmlBZzhZ0ELm3iv93MD6c4Jx9q5zvy1jGyOfrYzlmyFdO-BQdnH0qHZq,+886 2 2911 5534,4.5,星期一: 休息|星期二: 休息|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJ_____7v4ZzQRZVc3rmw-Tm8,新北市坪林茶業博物館,232001台灣新北市坪林區水德里19-1號,24.9344651,121.7128281,https://www.tea.ntpc.gov.tw/,+886 2 2665 6035,4.3,星期一: 09:00 – 17:00|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:30|星期日: 09:00 – 17:30
ChIJAfK4McOlQjQRX_84dT9-doo,淡水古蹟微型博物館,251台灣新北市淡水區新生里中正路316號,25.172576799999998,121.43719270000001,,,4.2,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJlU366YipQjQR0rakRppVrwg,國立臺灣大學藝術史研究所美術館,106台灣臺北市大安區學府里蒲葵道,25.017805499999998,121.5357959,https://arthistory.ntu.edu.tw/,+886 2 3366 4220,4.4,星期一: 休息|星期二: 休息|星期三: 10:00 – 16:00|星期四: 休息|星期五: 休息|星期六: 10:00 – 16:00|星期日: 休息
ChIJHyynXru0QjQRSqZ_wyLUaIY,朱銘美術館,208台灣新北市金山區西勢湖2號,25.2464241,121.61117019999999,http://www.juming.org.tw/,+886 2 2498 9940,4.6,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJddcqP5-pQjQRCrEm0-2yXKw,紅樓,100台灣臺北市中正區龍福里南昌路一段1-1號,25.033494299999997,121.51575709999999,http://www.ntm.gov.tw/,+886 2 2397 3666,4.5,星期一: 休息|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:00|星期日: 09:30 – 17:00
ChIJW3jAnKsCaDQRARIg0KOzbPg,國立臺灣藝術大學有章藝術博物館,220台灣新北市板橋區浮洲里大觀路一段59號,25.0064954,121.44873249999999,http://museum.ntua.edu.tw/,+886 2 2272 2181#2454,4.3,星期一: 休息|星期二: 11:00 – 17:00|星期三: 11:00 – 17:00|星期四: 11:00 – 17:00|星期五: 11:00 – 17:00|星期六: 11:00 – 17:00|星期日: 休息
ChIJbSTgI2WpQjQRcVwWB2cnyfE,華山1914文化創意產業園區,100台灣臺北市中正區梅花里八德路一段1號,25.0440698,121.5293583,http://www.huashan1914.com/,+886 2 2358 1914,4.5,星期一: 11:00 – 21:00|星期二: 11:00 – 21:00|星期三: 11:00 – 21:00|星期四: 11:00 – 21:00|星期五: 11:00 – 21:00|星期六: 11:00 – 21:00|星期日: 11:00 – 21:00
ChIJO0vOI7-rQjQR3Pl9_4cPK8g,松山文創園區,11072台灣臺北市信義區新仁里光復南路133號,25.0438366,121.5606383,https://www.songshanculturalpark.org/,+886 2 2765 1388,4.4,星期一: 08:00 – 22:00|星期二: 08:00 – 22:00|星期三: 08:00 – 22:00|星期四: 08:00 – 22:00|星期五: 08:00 – 22:00|星期六: 08:00 – 22:00|星期日: 08:00 – 22:00
